SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
FOSECOIND,Diversified,5137.0,5124.166666666667,5117.75,5130.583333333334,5130.583333333334,5117.75,0.2498215560314179,0.1707317073170731,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ZYDUSWELL,Fast Moving Consumer Goods,602.5,601.2666666666668,600.6500000000001,601.8833333333334,601.8833333333334,600.6500000000001,0.2047026279391449,0.0975609756097561,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ZENSARTECH,Information Technology,526.35,525.3000000000001,524.7750000000001,525.825,525.825,524.7750000000001,0.199487033342824,0.1707317073170731,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BLUEJET,Healthcare,589.5,588.3333333333334,587.75,588.9166666666667,588.9166666666667,587.75,0.1979078314956306,0.1463414634146341,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DMART,Consumer Services,3975.5,3967.9,3964.1,3971.7,3971.7,3964.1,0.191170921896603,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
LAL,Diversified,8.75,8.733333333333334,8.725000000000001,8.741666666666667,8.741666666666667,8.725000000000001,0.1904761904761796,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RPTECH,Information Technology,756.7,755.2666666666668,754.55,755.9833333333336,755.9833333333336,754.55,0.1894189683274245,0.0975609756097561,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TBZ,Diversified,255.62,256.1,256.34000000000003,255.86,256.34000000000003,255.86,0.187778734058375,0.1707317073170731,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KAMATHOTEL,Hotels & Tourism,174.76,175.17,175.375,174.96499999999995,175.375,174.96499999999995,0.2346074616617218,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BALAMINES,Specialty Chemicals,2275.8,2281.1333333333337,2283.8,2278.466666666667,2283.8,2278.466666666667,0.2343498257023038,0.0975609756097561,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DCXINDIA,Diversified,185.43,185.8633333333333,186.08,185.64666666666665,186.08,185.64666666666665,0.2336910604181293,0.1463414634146341,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DIGJAMLMTD,Diversified,44.34,44.44333333333333,44.495,44.39166666666666,44.495,44.39166666666666,0.2330476620057258,0.1219512195121951,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ATALREAL,Diversified,30.38,30.31,30.275,30.345,30.345,30.275,0.2304147465437797,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DIFFNKG,Diversified,386.15,385.26666666666665,384.825,385.7083333333333,385.7083333333333,384.825,0.2287539384522402,0.1463414634146341,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RADAAN,Diversified,2.94,2.9466666666666668,2.95,2.9433333333333334,2.95,2.9433333333333334,0.2267573696145177,0.1463414634146341,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RAILTEL,Telecommunication,294.7,295.3666666666668,295.70000000000005,295.0333333333334,295.70000000000005,295.0333333333334,0.2262187535346552,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BAJAJFINSV,Financial Services,1861.5,1857.3,1855.2,1859.4,1859.4,1855.2,0.2256244963739067,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KIRANVYPAR,Diversified,194.15,193.7133333333333,193.495,193.93166666666667,193.93166666666667,193.495,0.2249120096145595,0.1463414634146341,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SUPRIYA,Diversified,837.3,835.4333333333334,834.5,836.3666666666668,836.3666666666668,834.5,0.2229388112584244,0.1463414634146341,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DIGITIDE,Diversified,99.5,99.71666666666664,99.825,99.6083333333333,99.825,99.6083333333333,0.2177554438861276,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
UNITECH,Information Technology,4.6,4.59,4.585,4.595,4.595,4.585,0.2173913043478214,0.1829268292682926,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TARC,Diversified,117.01,117.26333333333334,117.39,117.13666666666668,117.39,117.13666666666668,0.2165057117625248,0.1707317073170731,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ANDHRSUGAR,FMCG & Food Products,81.89,82.06666666666666,82.155,81.97833333333332,82.155,81.97833333333332,0.2157365571701997,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PITTIENG,Diversified,933.55,935.5499999999998,936.55,934.5499999999996,936.55,934.5499999999996,0.2142359809330221,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TITAN,Consumer Durables,4643.4,4642.9,4642.65,4643.15,4643.15,4642.65,0.0107679717448421,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JINDWORLD,Diversified,31.55,31.55333333333333,31.555,31.551666666666662,31.555,31.551666666666662,0.010565240359231,0.024390243902439,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BALRAMCHIN,Fast Moving Consumer Goods,600.05,600.1,600.125,600.075,600.125,600.075,0.0083326389467468,0.024390243902439,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ANANDRATHI,Financial Services,2082.7,2082.5333333333333,2082.45,2082.616666666667,2082.616666666667,2082.45,0.0080024327395673,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VADILALIND,Diversified,6790.5,6790.0,6789.75,6790.25,6790.25,6789.75,0.0073632280391723,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SCODATUBES,Diversified,145.16,145.14999999999998,145.14499999999998,145.15499999999997,145.15499999999997,145.14499999999998,0.0068889501239948,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ETERNAL,Consumer Services,286.95,286.93333333333334,286.92499999999995,286.9416666666667,286.9416666666667,286.92499999999995,0.0058082128129518,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JSWSTEEL,Metals & Mining,1257.0,1256.9333333333334,1256.9,1256.9666666666667,1256.9666666666667,1256.9,0.0053036329885923,0.024390243902439,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
APOLLO,Diversified,392.8,392.81666666666666,392.825,392.8083333333333,392.825,392.8083333333333,0.0042430414120803,0.048780487804878,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PIGL,Diversified,111.16,111.16333333333334,111.165,111.16166666666668,111.165,111.16166666666668,0.0029986805805162,0.024390243902439,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
INDIASHLTR,Diversified,815.15,815.1666666666666,815.175,815.1583333333333,815.175,815.1583333333333,0.0020446134658224,0.024390243902439,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ACEINTEG,Diversified,19.99,20.046666666666667,20.075000000000003,20.01833333333333,20.075000000000003,20.01833333333333,0.2834750708687943,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2835% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ABCOTS,Diversified,202.47,203.03333333333333,203.315,202.7516666666667,203.315,202.7516666666667,0.2782305197477812,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2782% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KRISHNADEF,Diversified,1302.5,1298.8666666666666,1297.05,1300.6833333333332,1300.6833333333332,1297.05,0.278950735764546,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2790% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ADFFOODS,FMCG & Food Products,300.5,299.6333333333333,299.2,300.06666666666666,300.06666666666666,299.2,0.2884082085413225,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2884% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KTKBANK,Financial Services,275.25,274.45,274.04999999999995,274.85,274.85,274.04999999999995,0.2906448683015688,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2906% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MOHITIND,Diversified,22.58,22.64333333333333,22.675,22.611666666666668,22.675,22.611666666666668,0.280484204310596,0.0975609756097561,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2805% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SURYALA,Diversified,418.05,419.35,420.0,418.69999999999993,420.0,418.69999999999993,0.310967587609154,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3110% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
XTGLOBAL,Diversified,28.0,28.08666666666667,28.130000000000003,28.043333333333337,28.130000000000003,28.043333333333337,0.3095238095238071,0.1463414634146341,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3095% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SINGERIND,Diversified,66.88,66.67999999999999,66.58,66.77999999999999,66.77999999999999,66.58,0.2990430622009399,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2990% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AKUMS,Diversified,676.55,674.5666666666667,673.575,675.5583333333334,675.5583333333334,673.575,0.2931539920676001,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2932% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
COCHINSHIP,Capital Goods,1407.6,1403.5,1401.45,1405.55,1405.55,1401.45,0.2912759306621135,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2913% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BANSALWIRE,Diversified,317.6,316.75,316.325,317.175,317.175,316.325,0.2676322418136091,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2676% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IVALUE,Diversified,298.25,299.05,299.45,298.65000000000003,299.45,298.65000000000003,0.2682313495389621,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2682% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ZENTEC,Capital Goods,1749.8,1754.6,1757.0,1752.2000000000005,1757.0,1752.2000000000005,0.274317064807391,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2743% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TALBROAUTO,Auto Ancillary,416.55,415.4,414.825,415.9750000000001,415.9750000000001,414.825,0.2760773016444823,0.1951219512195122,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2761% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GKSL,Diversified,127.03,127.45333333333332,127.665,127.24166666666667,127.665,127.24166666666667,0.3332546117714853,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3333% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KRONOX,Diversified,153.37,152.89,152.64999999999998,153.13,153.13,152.64999999999998,0.3129686379344188,0.1951219512195122,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3130% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RAIN,Diversified,212.02,211.34333333333333,211.005,211.68166666666667,211.68166666666667,211.005,0.319152281231335,0.1951219512195122,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3192% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GRMOVER,Diversified,90.99,91.28333333333336,91.43,91.13666666666668,91.43,91.13666666666668,0.3223797486903202,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3224% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RANEHOLDIN,Diversified,1744.9,1739.2666666666669,1736.45,1742.0833333333333,1742.0833333333333,1736.45,0.3228456263014048,0.1707317073170731,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3228% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TEJASNET,Telecommunication,543.4,541.6333333333333,540.75,542.5166666666667,542.5166666666667,540.75,0.3251134830082171,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3251% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RACLGEAR,Automobile & Ancillary,1324.6,1327.9333333333332,1329.6,1326.2666666666664,1329.6,1326.2666666666664,0.2516482963410452,0.1463414634146341,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2516% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
3PLAND,Diversified,31.71,31.790000000000003,31.83,31.750000000000007,31.83,31.750000000000007,0.252286345001549,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2523% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BOHRAIND,Diversified,13.12,13.153333333333334,13.17,13.136666666666668,13.17,13.136666666666668,0.254065040650392,0.0333333333333333,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2541% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
WOCKPHARMA,Healthcare,1923.4,1918.4666666666665,1916.0,1920.933333333333,1920.933333333333,1916.0,0.2564902429724934,0.0975609756097561,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2565% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
UTTAMSUGAR,FMCG & Food Products,234.72,235.33666666666667,235.645,235.02833333333336,235.645,235.02833333333336,0.2627243808225193,0.2195121951219512,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2627% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AURIONPRO,Diversified,839.75,841.9833333333332,843.0999999999999,840.8666666666666,843.0999999999999,840.8666666666666,0.2659521683040605,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2660% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SEDEMAC,Diversified,2678.0,2687.7666666666664,2692.65,2682.883333333333,2692.65,2682.883333333333,0.3647000248941905,0.1951219512195122,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3647% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CEMPRO,Construction,1627.0,1620.6666666666667,1617.5,1623.8333333333337,1623.8333333333337,1617.5,0.3892644949805461,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3893% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
