SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
RUBYMILLS,Diversified,223.0,222.99666666666667,222.995,222.9983333333333,222.9983333333333,222.995,0.0014947683109104,0.0212765957446808,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
LYKALABS,Healthcare & Pharma,76.59,76.39666666666666,76.3,76.49333333333333,76.49333333333333,76.3,0.2524263393828542,0.2127659574468085,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2524% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REMSONSIND,Diversified,120.62,120.31333333333332,120.16,120.46666666666668,120.46666666666668,120.16,0.2542419720333875,0.2340425531914893,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2542% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NAVKARCORP,Diversified,101.14,100.88,100.75,101.01,101.01,100.75,0.2570694087403509,0.1489361702127659,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2571% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GRWRHITECH,Information Technology,3099.8,3107.933333333333,3112.0,3103.866666666666,3112.0,3103.866666666666,0.2623825193023459,0.1489361702127659,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2624% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GSS,Diversified,16.39,16.346666666666668,16.325,16.368333333333336,16.368333333333336,16.325,0.2643888549929015,0.1702127659574468,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2644% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AMNPLST,Diversified,191.18,190.58666666666667,190.29,190.88333333333333,190.88333333333333,190.29,0.3103532447605949,0.2127659574468085,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3104% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
INFOBEAN,Information Technology,811.1,813.7166666666667,815.025,812.4083333333334,815.025,812.4083333333334,0.322607159002165,0.2127659574468085,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3226% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CARTRADE,Consumer Services,2829.5,2818.1666666666665,2812.5,2823.833333333333,2823.833333333333,2812.5,0.4005419096424467,0.1914893617021276,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4005% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ARROWGREEN,Diversified,502.35,503.75,504.45,503.05,504.45,503.05,0.2786901562655473,0.1914893617021276,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2787% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BALUFORGE,Automobile & Ancillary,600.1,601.7833333333333,602.625,600.9416666666666,602.625,600.9416666666666,0.2805088040882176,0.1276595744680851,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2805% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MHLXMIRU,Diversified,209.94,209.35,209.055,209.645,209.645,209.055,0.2810326760026555,0.1914893617021276,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2810% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
STEELCAS,Metals & Mining,210.67,210.0533333333333,209.745,210.36166666666665,210.36166666666665,209.745,0.2927168873909989,0.2340425531914893,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2927% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TGBHOTELS,Hotels & Tourism,9.74,9.71,9.695,9.725,9.725,9.695,0.308008213552373,0.1489361702127659,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3080% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
APOLLO,Diversified,276.0,274.6666666666667,274.0,275.33333333333337,275.33333333333337,274.0,0.4830917874396273,0.2340425531914893,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4831% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IBULLSLTD,Diversified,17.09,17.186666666666667,17.235,17.138333333333335,17.235,17.138333333333335,0.5656329237370628,0.1764705882352941,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5656% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MODTHREAD,Diversified,46.0,45.73666666666667,45.605,45.86833333333334,45.86833333333334,45.605,0.5724637681159466,0.2340425531914893,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.5725% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IZMO,Diversified,808.15,812.0500000000001,814.0,810.1000000000001,814.0,810.1000000000001,0.4825836787724882,0.2272727272727272,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4826% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REGENCERAM,Diversified,46.03,46.3,46.435,46.165000000000006,46.435,46.165000000000006,0.5865739734955377,0.2340425531914893,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5866% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SAGARDEEP,Diversified,27.93,27.93,27.93,27.929999999999996,27.93,27.929999999999996,2.5440126593630512e-14,0.0212765957446808,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NAVKARURB,Diversified,1.65,1.6499999999999997,1.65,1.6499999999999997,1.65,1.6499999999999997,2.6914497566670463e-14,0.1578947368421052,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GLOBALE,Diversified,12.3,12.300000000000002,12.3,12.300000000000004,12.300000000000004,12.3,2.888385104715854e-14,0.0212765957446808,Higher,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
