SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
360ONE,EQ,360 ONE WAM LIMITED,1125.4,1144.4,1119.1,1142.4,725309,823308975.9,20260525,1135.3,1131.75,1138.85,1138.85,1131.75,7.099999999999909,0.6214985994397679,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,823308975.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PIIND,EQ,PI INDUSTRIES LTD,2794.9,2858.0,2786.8,2849.0,297399,841436581.9,20260525,2831.2666666666664,2822.4,2840.1333333333328,2840.1333333333328,2822.4,17.733333333332666,0.6224406224405991,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,0.6666666666666666,3,1938305424.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMAGI,EQ,AMAGI MEDIA LABS LIMITED,393.4,414.95,386.1,404.3,109376,43478254.05,20260525,401.7833333333333,400.525,403.0416666666666,403.0416666666666,400.525,2.5166666666666515,0.6224750597740913,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,43478254.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOBORAX,EQ,INDO BORAX & CHEMICAL LTD,322.05,339.0,322.05,333.65,220695,73131557.85,20260525,331.56666666666666,330.525,332.6083333333333,332.6083333333333,330.525,2.0833333333333712,0.6244068135271605,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,324779235.8,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BHEL,EQ,BHEL,412.0,420.95,409.95,419.4,11083538,4599726672.95,20260525,416.76666666666665,415.45,418.0833333333333,418.0833333333333,415.45,2.6333333333333258,0.6278810999841025,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,1.0,3,3357078157.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KELLTONTEC,EQ,KELLTON TECH SOL LTD,15.43,16.14,15.32,15.88,3544119,56017408.61,20260525,15.78,15.73,15.830000000000002,15.830000000000002,15.73,0.1000000000000014,0.6297229219143666,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,29739572.29,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JAYAGROGN,EQ,JAYANT AGRO ORGANICS LTD,232.95,234.15,223.0,230.76,6579,1507727.97,20260525,229.3033333333333,228.575,230.03166666666664,230.03166666666664,228.575,1.4566666666666492,0.6312474721210996,Moderate,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,0.3333333333333333,3,2682757.93,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COM L,1629.0,1680.0,1608.0,1659.8,181337,300274830.8,20260525,1649.2666666666669,1644.0,1654.5333333333333,1654.5333333333333,1644.0,10.533333333333305,0.6346146122022716,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,220726378.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANORAMA,EQ,MANORAMA INDUSTRIES LTD,1396.5,1415.3,1373.0,1407.6,174012,242797619.3,20260525,1398.6333333333332,1394.15,1403.1166666666663,1403.1166666666663,1394.15,8.966666666666242,0.6370180922610289,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,171493516.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BCLIND,EQ,BCL INDUSTRIES LIMITED,35.7,37.0,32.35,35.01,2269568,80822603.2,20260525,34.78666666666666,34.675,34.898333333333326,34.898333333333326,34.675,0.2233333333333291,0.637912977244585,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,36732572.76,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VMART,EQ,VMART RETAIL LTD,642.95,662.0,642.95,658.8,157282,103142549.65,20260525,654.5833333333334,652.475,656.6916666666667,656.6916666666667,652.475,4.216666666666697,0.6400526209269425,Moderate,Bullish,Above CPR,Cash Only,Consumer & Retail,False,False,1.0,3,98250745.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HSCL,EQ,HIMADRI SPECIALITY CHEM L,587.0,597.0,578.05,593.25,6111518,3585536966.75,20260525,589.4333333333333,587.525,591.3416666666666,591.3416666666666,587.525,3.816666666666606,0.6433487849416951,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,1.0,3,3585536966.75,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LTF,EQ,L&T FINANCE LIMITED,272.5,280.8,272.5,279.35,4498651,1252265228.7,20260525,277.55,276.65,278.45000000000005,278.45000000000005,276.65,1.8000000000000682,0.6443529622337814,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.3333333333333333,3,1667938134.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMBIKCO,EQ,AMBIKA COTTON MILL LTD.,1551.5,1627.5,1551.5,1605.1,7956,12747048.5,20260525,1594.7,1589.5,1599.9,1599.9,1589.5,10.400000000000093,0.64793470811788,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,12747048.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MASTEK,EQ,MASTEK LTD,1635.5,1674.8,1632.6,1670.0,32755,54340705.5,20260525,1659.1333333333332,1653.6999999999998,1664.5666666666666,1664.5666666666666,1653.6999999999998,10.866666666666788,0.6506986027944185,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,3,54340705.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRAJIND,EQ,PRAJ INDUSTRIES LTD,392.4,395.55,384.05,393.65,1085515,425274821.15,20260525,391.0833333333333,389.8,392.3666666666666,392.3666666666666,389.8,2.566666666666606,0.6520174435835403,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,425274821.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NIBL,EQ,NRB INDUS. BEARINGS LTD.,30.62,31.19,29.13,30.46,24593,747817.19,20260525,30.26,30.16,30.360000000000003,30.360000000000003,30.16,0.2000000000000028,0.6565988181221367,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,747817.19,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OBEROIRLTY,EQ,OBEROI REALTY LIMITED,1671.1,1720.0,1671.0,1712.4,618288,1053246900.3,20260525,1701.1333333333332,1695.5,1706.7666666666664,1706.7666666666664,1695.5,11.266666666666424,0.6579459627812675,Moderate,Bullish,Above CPR,Cash Only,Realty,False,False,1.0,3,670744075.8,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RKFORGE,EQ,RAMKRISHNA FORGINGS LTD,556.8,575.8,556.8,571.95,216919,123639203.7,20260525,568.1833333333333,566.3,570.0666666666666,570.0666666666666,566.3,3.766666666666652,0.658565725442198,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,3,123639203.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VENUSREM,EQ,VENUS REMEDIES LIMITED,1126.45,1136.15,1113.7,1136.15,49508,55986516.0,20260525,1128.6666666666667,1124.9250000000002,1132.4083333333333,1132.4083333333333,1124.9250000000002,7.483333333333121,0.6586571608795599,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,74313612.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KRBL,EQ,KRBL LIMITED,348.0,362.45,346.25,357.9,578667,205510182.7,20260525,355.5333333333333,354.35,356.7166666666666,356.7166666666666,354.35,2.366666666666561,0.6612647853217549,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,190780869.75,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JAINREC,EQ,JAIN RESOURCE RECYCLING L,390.05,394.5,382.1,392.2,2089919,812223517.45,20260525,389.6,388.3,390.8999999999999,390.8999999999999,388.3,2.599999999999909,0.6629270780213945,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.3333333333333333,3,1098230870.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ACI,EQ,ARCHEAN CHEMICAL IND LTD,535.0,548.4,530.2,544.75,164596,89240783.95,20260525,541.1166666666667,539.3,542.9333333333334,542.9333333333334,539.3,3.63333333333344,0.6669726174086167,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,67886893.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PTCIL,EQ,PTC INDUSTRIES LIMITED,16000.0,16300.0,15932.0,16279.0,11754,190062438.0,20260525,16170.333333333334,16116.0,16224.666666666668,16224.666666666668,16116.0,108.66666666666788,0.6675266703524042,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.6666666666666666,3,184821296.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FABTECH,EQ,FABTECH TECHNOLOGIES LTD,153.79,158.44,152.8,157.2,107129,16645484.28,20260525,156.14666666666668,155.62,156.67333333333335,156.67333333333335,155.62,1.0533333333333417,0.6700593723494541,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,3,9368439.04,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PPL,EQ,PRAKASH PIPES LIMITED,198.9,202.43,195.92,201.21,88434,17644037.64,20260525,199.85333333333332,199.175,200.5316666666667,200.5316666666667,199.175,1.3566666666666831,0.6742540960522257,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,15393876.77,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UPL,EQ,UPL LIMITED,636.9,654.55,636.85,652.3,1467073,949878312.6,20260525,647.9,645.7,650.0999999999999,650.0999999999999,645.7,4.399999999999864,0.6745362563237566,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,1.0,3,949878312.6,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NRL,EQ,NUPUR RECYCLERS LIMITED,52.01,54.36,52.01,53.73,30839,1639084.98,20260525,53.36666666666667,53.185,53.54833333333333,53.54833333333333,53.185,0.3633333333333297,0.6762206092189275,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1639084.98,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ALLCARGO,EQ,ALLCARGO LOGISTICS LTD,8.65,8.91,8.65,8.87,4547062,40171150.36,20260525,8.81,8.780000000000001,8.84,8.84,8.780000000000001,0.0599999999999987,0.6764374295377534,Moderate,Bullish,Above CPR,Cash Only,Logistics,False,False,1.0,3,28085202.83,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LUXIND,EQ,LUX INDUSTRIES LIMITED,1330.0,1379.0,1322.1,1364.4,46988,64093926.3,20260525,1355.1666666666667,1350.55,1359.7833333333335,1359.7833333333335,1350.55,9.233333333333576,0.6767321411121061,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,64093926.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LINC,EQ,LINC LIMITED,98.15,101.88,98.15,101.05,41221,4123168.22,20260525,100.36,100.015,100.705,100.705,100.015,0.6899999999999977,0.6828302820385925,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,4123168.22,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EVERESTIND,EQ,EVEREST INDUSTRIES LTD,408.0,419.0,405.05,416.3,9610,3959340.55,20260525,413.45,412.025,414.875,414.875,412.025,2.8500000000000227,0.6846024501561428,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,7019626.9,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NCC,EQ,NCC LIMITED,147.6,151.6,147.21,150.96,1926614,288255008.42,20260525,149.92333333333332,149.405,150.44166666666663,150.44166666666663,149.405,1.036666666666633,0.6867161278925764,Moderate,Bullish,Above CPR,Cash Only,Construction,False,False,0.6666666666666666,3,288255008.42,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ISFT,EQ,INTRASOFT TECH. LTD,84.9,84.9,82.0,84.32,39600,3297482.73,20260525,83.74,83.45,84.02999999999999,84.02999999999999,83.45,0.5799999999999841,0.6878557874762621,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,3297482.73,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SOMATEX,EQ,SOMA TEXTILES & INDUST LT,100.0,105.0,100.0,103.57,12700,1315474.04,20260525,102.85666666666668,102.5,103.21333333333334,103.21333333333334,102.5,0.7133333333333383,0.6887451321167696,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,1315474.04,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
YUKEN,EQ,YUKEN INDIA LIMITED,663.2,680.0,660.1,677.05,7767,5210520.75,20260525,672.3833333333333,670.05,674.7166666666667,674.7166666666667,670.05,4.666666666666743,0.6892647022622764,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,5210520.75,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HPAL,EQ,HP ADHESIVES LIMITED,34.61,36.9,34.61,36.13,59833,2171663.98,20260525,35.879999999999995,35.754999999999995,36.004999999999995,36.004999999999995,35.754999999999995,0.25,0.691945751453086,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,2171663.98,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TAMBOLIIN,EQ,TAMBOLI INDUSTRIES LTD.,171.05,185.0,171.0,179.87,17634,3138760.15,20260525,178.6233333333333,178.0,179.24666666666667,179.24666666666667,178.0,1.2466666666666697,0.693093159874726,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,3138760.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AJMERA,EQ,AJMERA REALTY & INF I LTD,122.15,141.0,118.99,131.37,6852546,924113521.95,20260525,130.45333333333335,129.995,130.9116666666667,130.9116666666667,129.995,0.9166666666666856,0.697774732942594,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,26280205.55,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NATCAPSUQ,EQ,NATURAL CAPSULES LIMITED,151.3,154.99,151.3,154.77,6696,1026015.69,20260525,153.6866666666667,153.145,154.22833333333338,154.22833333333338,153.145,1.0833333333333712,0.6999633865305751,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,699125.28,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORBTEXP,EQ,ORBIT EXPORTS LIMITED,166.44,166.44,157.85,163.87,19255,3148676.94,20260525,162.72,162.14499999999998,163.29500000000002,163.29500000000002,162.14499999999998,1.150000000000034,0.701775797888591,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,2336293.59,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CHOLAFIN,EQ,CHOLAMANDALAM IN & FIN CO,1566.0,1600.0,1548.5,1591.0,1668255,2640183221.9,20260525,1579.8333333333333,1574.25,1585.4166666666663,1585.4166666666663,1574.25,11.166666666666517,0.7018646553530179,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,1979863097.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOLDIAM,EQ,GOLDIAM INTERNATIONAL LTD,396.5,413.75,393.55,407.95,629205,254254598.85,20260525,405.0833333333333,403.65,406.51666666666665,406.51666666666665,403.65,2.8666666666666742,0.7027004943416287,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,113211065.85,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LTTS,EQ,L&T TECHNOLOGY SER. LTD.,3436.4,3582.4,3435.0,3546.2,113653,402136915.8,20260525,3521.2,3508.7,3533.699999999999,3533.699999999999,3508.7,24.99999999999909,0.7049799785685831,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.6666666666666666,3,402136915.8,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NIPPOBATRY,EQ,INDO-NATIONAL LIMITED,350.0,369.0,350.0,363.35,7294,2649705.75,20260525,360.7833333333333,359.5,362.0666666666666,362.0666666666666,359.5,2.566666666666606,0.7063896151552513,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,2649705.75,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EMUDHRA,EQ,EMUDHRA LIMITED,475.0,488.2,471.3,484.9,61852,29637481.8,20260525,481.4666666666667,479.75,483.1833333333334,483.1833333333334,479.75,3.433333333333394,0.7080497697119806,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,21670774.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AJOONI,EQ,AJOONI BIOTECH LIMITED,4.16,4.23,4.12,4.22,230101,961903.8,20260525,4.19,4.175000000000001,4.205,4.205,4.175000000000001,0.0299999999999993,0.7109004739336342,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,961903.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DODLA,EQ,DODLA DAIRY LIMITED,1078.7,1097.9,1061.9,1091.6,25484,27583304.6,20260525,1083.8,1079.9,1087.6999999999998,1087.6999999999998,1079.9,7.799999999999727,0.7145474532795647,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,27583304.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RADIANTCMS,EQ,RADIANT CASH MGMT SER LTD,41.4,41.93,40.0,41.41,107076,4424226.34,20260525,41.11333333333334,40.965,41.26166666666667,41.26166666666667,40.965,0.2966666666666668,0.7164131047251072,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,3023850.31,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UCOBANK,EQ,UCO BANK,24.91,25.62,24.91,25.54,5082494,128796971.5,20260525,25.356666666666666,25.265,25.44833333333333,25.44833333333333,25.265,0.18333333333333,0.7178282432785044,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,98722206.21,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NATIONSTD,EQ,NATIONAL STAND (INDIA) L,1225.0,1251.1,1224.0,1251.1,5,6175.2,20260525,1242.0666666666666,1237.55,1246.5833333333333,1246.5833333333333,1237.55,9.033333333333305,0.7220312791410202,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,30290.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VHL,EQ,VARDHMAN HOLDINGS LIMITED,3370.0,3490.0,3370.0,3467.6,413,1424470.2,20260525,3442.5333333333333,3430.0,3455.0666666666666,3455.0666666666666,3430.0,25.06666666666661,0.7228823009189816,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1424470.2,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TEXRAIL,EQ,TEXMACO RAIL & ENG. LTD.,110.5,115.1,109.0,113.28,6442771,725106191.94,20260525,112.46,112.05,112.87,112.87,112.05,0.8199999999999932,0.7238700564971691,Moderate,Bullish,Above CPR,Cash Only,Railway Wagons,False,False,0.6666666666666666,3,265394728.95,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ISHANCH,EQ,ISHAN DYES N CHEMICALS L,63.5,65.9,60.53,63.91,18225,1160494.93,20260525,63.446666666666665,63.215,63.67833333333333,63.67833333333333,63.215,0.463333333333324,0.7249778334115539,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1160494.93,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
