SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
THAKDEV,EQ,THAKKERS DEVELOPERS LTD.,141.35,141.35,141.35,141.35,2,282.7,20260526,141.35,141.35,141.35,141.35,141.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,421.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GREENPLY,EQ,GREENPLY INDUSTRIES LTD,261.2,264.3,255.95,257.45,114501,29786875.3,20260526,259.2333333333333,260.125,258.3416666666667,260.125,258.3416666666667,1.783333333333303,0.6926911374376784,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,40456318.125,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GALAXYSURF,EQ,GALAXY SURFACTANTS LTD,1840.3,1861.7,1820.0,1821.9,8292,15244130.3,20260526,1834.5333333333333,1840.85,1828.2166666666672,1840.85,1828.2166666666672,12.633333333332756,0.693415299046751,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,12784877.9,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HALDER,EQ,HALDER VENTURE LIMITED,232.79,232.79,220.0,228.79,298,66711.47,20260526,227.1933333333333,226.395,227.99166666666665,227.99166666666665,226.395,1.5966666666666356,0.6978743243439991,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,97060.31,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RPSGVENT,EQ,RPSG VENTURES LIMITED,925.2,959.95,925.2,932.8,22880,21416338.0,20260526,939.3166666666666,942.575,936.0583333333332,942.575,936.0583333333332,6.516666666666879,0.6986134934248369,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,36486784.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FOSECOIND,EQ,FOSECO INDIA LTD,5071.0,5162.9,5025.0,5041.1,1434,7294058.5,20260526,5076.333333333333,5093.95,5058.716666666666,5093.95,5058.716666666666,35.233333333333576,0.6989215316762923,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,10497142.4,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANOMAY,EQ,MANOMAY TEX INDIA LTD,182.12,182.98,177.5,178.37,9655,1731731.11,20260526,179.61666666666667,180.24,178.99333333333334,180.24,178.99333333333334,1.2466666666666697,0.6989217170301449,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,2543045.02,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UNIMECH,EQ,UNIMECH AEROSPACE N MFG L,973.9,999.3,954.0,966.5,97352,94958281.9,20260526,973.2666666666668,976.65,969.8833333333336,976.65,969.8833333333336,6.766666666666424,0.7001207104672968,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,50453661.4,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ROUTE,EQ,ROUTE MOBILE LIMITED,515.05,527.65,511.25,514.05,154838,80518558.8,20260526,517.65,519.45,515.8499999999999,519.45,515.8499999999999,3.6000000000001364,0.7003209804493992,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,58313644.625,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JINDRILL,EQ,JINDAL DRILLING IND. LTD,633.0,637.95,617.2,621.05,915037,574218932.15,20260526,625.4,627.575,623.2249999999999,627.575,623.2249999999999,4.350000000000136,0.7004266967233133,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,1491913851.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MAHEPC,EQ,MAHINDRA EPC IRRIG LTD,119.5,122.18,118.22,118.95,22043,2646008.86,20260526,119.78333333333336,120.2,119.36666666666667,120.2,119.36666666666667,0.8333333333333144,0.7005744710662584,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,2168711.665,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAYERCROP,EQ,BAYER CROPSCIENCE LTD,4377.0,4530.0,4377.0,4500.8,32115,143187075.3,20260526,4469.266666666666,4453.5,4485.033333333333,4485.033333333333,4453.5,31.53333333333285,0.700616186751974,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,1.0,4,56261456.25,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCS,EQ,TATA CONSULTANCY SERV LT,2308.2,2327.9,2272.4,2276.2,3587597,8215534119.5,20260526,2292.1666666666665,2300.15,2284.183333333333,2300.15,2284.183333333333,15.966666666667152,0.7014615001611085,Moderate,Bearish,Below CPR,Cash Only,Information Technology,False,True,1.0,4,7644068751.6,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ELECTCAST,EQ,ELECTROSTEEL CASTINGS LTD,83.0,84.47,81.52,82.13,2686550,223273696.92,20260526,82.70666666666666,82.995,82.41833333333332,82.995,82.41833333333332,0.5766666666666822,0.702138885506736,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,195778875.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ATLANTAA,EQ,ATLANTAA LIMITED,42.9,44.0,42.0,42.55,75931,3269305.87,20260526,42.85,43.0,42.7,43.0,42.7,0.2999999999999971,0.7050528789659158,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,3651925.285,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KNAGRI,EQ,KN AGRI RESOURCES LIMITED,195.5,200.0,185.42,190.69,22497,4358161.24,20260526,192.03666666666663,192.71,191.3633333333333,192.71,191.3633333333333,1.3466666666666924,0.706207282325603,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,2135334.0700000003,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DCW,EQ,DCW LTD,48.18,50.49,47.7,48.58,1746531,85752320.05,20260526,48.923333333333325,49.095,48.75166666666665,49.095,48.75166666666665,0.3433333333333479,0.7067380266227828,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,26909318.855,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,614.6,620.0,606.05,619.6,21923,13507758.8,20260526,615.2166666666667,613.025,617.4083333333334,617.4083333333334,613.025,4.383333333333439,0.70744566386918,Moderate,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,1.0,4,14800244.1,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAIL,EQ,STEEL AUTHORITY OF INDIA,198.35,205.0,198.35,203.84,35728025,7257216195.81,20260526,202.39666666666668,201.675,203.1183333333333,203.1183333333333,201.675,1.443333333333328,0.7080716902145447,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.5,4,4817070689.615,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KCP,EQ,KCP LTD,161.61,166.5,160.68,161.87,133541,21772296.18,20260526,163.01666666666668,163.59,162.44333333333336,163.59,162.44333333333336,1.146666666666647,0.70838738905705,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,23985451.16,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
POWERMECH,EQ,POWER MECH PROJECTS LTD.,2560.0,2560.0,2480.8,2493.9,62785,157815927.2,20260526,2511.566666666667,2520.4,2502.733333333334,2520.4,2502.733333333334,17.66666666666606,0.708395150834679,Moderate,Bearish,Below CPR,Cash Only,Power & Utilities,False,True,0.75,4,475810776.65,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ZAGGLE,EQ,ZAGGLE PREPA OCEAN SER L,219.42,223.7,217.0,218.03,1016033,223881743.62,20260526,219.57666666666668,220.35,218.80333333333337,220.35,218.80333333333337,1.5466666666666242,0.7093825008790644,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,236428256.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GANESHCP,EQ,GANESH CONSUMER PRODUCT L,203.0,205.36,197.0,199.06,61550,12358341.69,20260526,200.47333333333336,201.18,199.7666666666667,201.18,199.7666666666667,1.4133333333332985,0.7100036839813616,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,27805658.795,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FIEMIND,EQ,FIEM INDUSTRIES LIMITED,2275.0,2305.0,2245.4,2251.2,37048,84366542.6,20260526,2267.2,2275.2,2259.2,2275.2,2259.2,16.0,0.7107320540156362,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,86576864.55,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KANPRPLA,EQ,KANPUR PLASTIPACK LIMITED,211.7,215.07,205.21,207.92,22026,4631931.31,20260526,209.4,210.14,208.66,210.14,208.66,1.4800000000000182,0.7118122354751916,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,1637690.04,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SDBL,EQ,SOM DIST & BREW LTD,87.35,88.3,85.5,85.98,371264,32250619.38,20260526,86.59333333333335,86.9,86.28666666666669,86.9,86.28666666666669,0.6133333333333155,0.7133441885709648,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,28307413.45,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARCHIES,EQ,ARCHIES LTD,14.94,15.6,14.6,14.94,38971,585722.35,20260526,15.046666666666669,15.1,14.993333333333334,15.1,14.993333333333334,0.1066666666666655,0.7139669790272127,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,127147.085,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NGLFINE,EQ,NGL FINE CHEM LIMITED,2830.0,2927.9,2772.1,2819.8,33214,94494542.3,20260526,2839.933333333333,2850.0,2829.866666666666,2850.0,2829.866666666666,20.13333333333412,0.7139986287443832,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,174635773.2,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SSDL,EQ,SARASWATI SAREE DEPOT LTD,62.89,63.5,61.0,61.59,13979,869160.94,20260526,62.03,62.25,61.81,62.25,61.81,0.4399999999999977,0.7144016885858057,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,859411.1599999999,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NBIFIN,EQ,N.B.I. IND. FIN. CO. LTD,1955.0,1969.5,1911.0,1961.3,42,81804.7,20260526,1947.2666666666669,1940.25,1954.2833333333333,1954.2833333333333,1940.25,14.033333333333305,0.7155118203912356,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,414145.15,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ENDURANCE,EQ,ENDURANCE TECHNO. LTD.,2801.2,2811.5,2713.0,2732.9,109123,298682159.8,20260526,2752.4666666666667,2762.25,2742.6833333333334,2762.25,2742.6833333333334,19.56666666666661,0.7159671655262397,Moderate,Bearish,Below CPR,Cash Only,Automobile and Auto Components,False,True,0.5,4,424786517.3,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
URBANCO,EQ,URBAN COMPANY LIMITED,125.02,126.47,122.9,123.36,3961104,493651391.19,20260526,124.24333333333334,124.685,123.80166666666668,124.685,123.80166666666668,0.8833333333333258,0.716061392131425,Moderate,Bearish,Below CPR,Cash Only,Consumer Services,False,True,1.0,4,445032589.03,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THYROCARE,EQ,THYROCARE TECH LTD,492.6,504.9,488.8,502.25,496517,247950073.1,20260526,498.65,496.85,500.4500000000001,500.4500000000001,496.85,3.6000000000000227,0.7167745146839268,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,4,155708091.825,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TICL,EQ,TWAMEV CONS AND INFRA LTD,23.1,23.75,22.2,22.73,1911954,44317678.07,20260526,22.89333333333333,22.975,22.811666666666667,22.975,22.811666666666667,0.163333333333334,0.7185804370142278,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,47976427.235,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PPAP,EQ,PPAP AUTOMOTIVE LIMITED,214.9,216.25,210.3,211.0,7794,1656857.36,20260526,212.51666666666665,213.275,211.7583333333333,213.275,211.7583333333333,1.5166666666667084,0.7187993680884874,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,1732134.2400000002,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LICI,EQ,LIFE INSURA CORP OF INDIA,841.7,857.1,834.25,854.9,4073338,3457066358.05,20260526,848.75,845.675,851.825,851.825,845.675,6.150000000000091,0.7193823839045609,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.75,4,3796605201.575,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PVP,EQ,PVP VENTURES LIMITED,26.3,26.6,25.8,25.92,427702,11216715.25,20260526,26.10666666666667,26.200000000000003,26.013333333333332,26.200000000000003,26.013333333333332,0.1866666666666674,0.7201646090535008,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,10797798.27,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PURVA,EQ,PURAVANKARA LIMITED,228.5,228.5,221.15,222.42,159569,35810098.5,20260526,224.0233333333333,224.825,223.22166666666664,224.825,223.22166666666664,1.603333333333353,0.7208584359919761,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,68594751.09,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JYOTISTRUC,EQ,JYOTI STRUCTURES LTD,12.54,12.85,12.38,12.48,6497953,82029842.64,20260526,12.57,12.615,12.525,12.615,12.525,0.0899999999999998,0.7211538461538449,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,56740889.015,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RADIANTCMS,EQ,RADIANT CASH MGMT SER LTD,42.3,42.3,40.83,42.02,98093,4077662.92,20260526,41.71666666666667,41.565,41.86833333333334,41.86833333333334,41.565,0.3033333333333416,0.7218784705695899,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,3550756.615,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RVTH,EQ,REVATHI EQUIPMENT INDIA L,807.0,855.9,773.15,823.45,13564,11195438.6,20260526,817.5,814.525,820.475,820.475,814.525,5.9500000000000455,0.7225696763616546,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,5714860.375,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CHALET,EQ,CHALET HOTELS LIMITED,794.9,807.5,787.0,788.7,82910,65797288.25,20260526,794.4,797.25,791.55,797.25,791.55,5.7000000000000455,0.722708254089013,Moderate,Bearish,Below CPR,Cash Only,Consumer Services,False,True,1.0,4,69096571.6,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JARO,EQ,JARO INS OF TEC MG N RE L,577.3,592.7,572.6,576.4,159895,92920999.0,20260526,580.5666666666667,582.6500000000001,578.4833333333333,582.6500000000001,578.4833333333333,4.166666666666743,0.722877631274591,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,158505040.925,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LATENTVIEW,EQ,LATENT VIEW ANALYTICS LTD,321.95,323.75,314.6,315.75,507184,161797213.4,20260526,318.03333333333336,319.175,316.8916666666667,319.175,316.8916666666667,2.283333333333303,0.7231459487991458,Moderate,Bearish,Below CPR,Cash Only,Information Technology,False,True,0.75,4,226440715.575,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANORAMA,EQ,MANORAMA INDUSTRIES LTD,1407.8,1487.0,1403.7,1461.2,268488,392431201.2,20260526,1450.6333333333332,1445.35,1455.9166666666663,1455.9166666666663,1445.35,10.566666666666606,0.7231499224381744,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,207145567.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WELENT,EQ,WELSPUN ENTERPRISES LTD.,499.0,514.0,493.45,509.25,156929,79562219.9,20260526,505.56666666666666,503.725,507.4083333333333,507.4083333333333,503.725,3.68333333333328,0.7232858779250428,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,78870616.67500001,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MIDHANI,EQ,MISHRA DHATU NIGAM LTD,416.6,425.3,412.8,414.55,562410,235756175.2,20260526,417.55,419.05,416.05,419.05,416.05,3.0,0.7236762754794356,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,428271963.425,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LANDMARK,EQ,LANDMARK CARS LIMITED,385.0,394.95,375.95,381.3,111199,42599846.85,20260526,384.06666666666666,385.45,382.6833333333333,385.45,382.6833333333333,2.7666666666666515,0.7255879010402967,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,33197718.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RESPONIND,EQ,RESPONSIVE INDUSTRIES LTD,177.0,190.44,175.51,184.99,2153959,397091761.46,20260526,183.64666666666668,182.975,184.31833333333336,184.31833333333336,182.975,1.343333333333362,0.7261653783087529,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,24431761.09,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCPLPACK,EQ,TCPL PACKAGING LIMITED,2634.1,2694.9,2580.0,2609.0,1483,3907789.1,20260526,2627.9666666666667,2637.45,2618.4833333333336,2637.45,2618.4833333333336,18.96666666666624,0.7269707423022707,Moderate,Bearish,Below CPR,Cash Only,Paper & Packaging,False,True,1.0,4,2716980.35,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IKS,EQ,INVENTURUS KNOWLEDGE SO L,1654.0,1689.5,1638.0,1645.8,134347,223701940.5,20260526,1657.7666666666669,1663.75,1651.7833333333333,1663.75,1651.7833333333333,11.966666666666695,0.7271033337384066,Moderate,Bearish,Below CPR,Cash Only,Information Technology,False,True,1.0,4,283564060.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ERIS,EQ,ERIS LIFESCIENCES LIMITED,1354.9,1370.0,1323.1,1361.4,105765,142860378.8,20260526,1351.5,1346.55,1356.45,1356.45,1346.55,9.900000000000093,0.7271925958572125,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.5,4,159281489.10000002,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WOCKPHARMA,EQ,WOCKHARDT LIMITED,1646.0,1729.7,1633.6,1700.2,2686937,4555031645.0,20260526,1687.8333333333333,1681.65,1694.0166666666664,1694.0166666666664,1681.65,12.366666666666331,0.7273654079911971,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.75,4,1870792015.1,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CENTUM,EQ,CENTUM ELECTRONICS LTD,3181.0,3275.2,3135.4,3170.6,44416,141689681.6,20260526,3193.7333333333336,3205.3,3182.166666666667,3205.3,3182.166666666667,23.13333333333321,0.7296200508841612,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,241405687.05,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VETO,EQ,VETO SWITCHGEAR CABLE LTD,113.11,114.95,112.11,112.3,26113,2961923.29,20260526,113.12,113.53,112.71,113.53,112.71,0.8199999999999932,0.730186999109522,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,3002952.855,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
COASTCORP,EQ,COASTAL CORPORATION LTD,58.0,62.9,58.0,61.12,176634,10813711.42,20260526,60.67333333333334,60.45,60.89666666666668,60.89666666666668,60.45,0.4466666666666725,0.7308027923211267,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,6792475.34,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
